bug_id,title,severity,description,expected_behavior,actual_behavior,preconditions,bug_type,root_cause_category,root_cause_cluster,affected_module,environment,status,created_at,detected_at,resolved_at,reopened,dev_analysis_notes,qa_analysis_notes,version,team,prd_reference,source_file,source_row,cluster_id,duplicate_family_id,agent_suggested_severity,agent_suggested_bug_type,agent_suggested_root_cause_category,agent_suggestion_confidence,agent_suggestion_rationale,agent_review_status,cluster_name,cluster_investigation_score,hypothesis_ids,hypothesis_summary,action_ids,requires_human_review
UNKNOWN-L35,Distância total diverge em 300m comparado ao relógio [29],Médio,A flag de 'Negative Split alcançado' está acendendo mesmo quando a segunda metade da corrida foi 2 segundos mais lenta.,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,unknown,unknown,Perda de Precisão de Float,unknown,Análise de Negative Split,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,35,CL-003,DF-003,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Análise De Negative Split · quebras visuais,28,HY-003,Mecanismo plausível ligado a implementation no cluster Análise De Negative Split · quebras visuais.,AC-007|AC-008|AC-009,true
UNKNOWN-L36,Sincronização com Strava falha silenciosamente [35],Médio,"Pipeline de regressão está passando, mas a tela de histórico fica em branco ao carregar treinos antigos.",A automação deve validar a renderização da lista de corridas.,"O Cypress está validando apenas se o container `<div id='history'>` existe, ignorando se os cards foram renderizados.",unknown,unknown,Falso Positivo na Automação (Cypress/Playwright),unknown,Histórico de Treinos,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,36,CL-005,DF-005,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Histórico De Treinos · quebras visuais,18,unknown,unknown,unknown,true
UNKNOWN-L37,Playwright não encontra botão 'Iniciar Corrida' após animação inicial [39],Alto,"Ao finalizar a corrida, o envio automático do `.fit` para o Strava falha e não notifica o usuário.",O treino deve aparecer no feed do Strava em até 1 minuto ou exibir modal de 'Tentar Novamente'.,Loading infinito na tela de resumo e o treino fica preso localmente.,unknown,unknown,Rate Limit da API de Terceiros,unknown,Integração Strava,unknown,Fechado (Após Reabertura),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,37,CL-002,DF-002,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Integração Strava · quebras visuais,76,HY-002,Mecanismo plausível ligado a implementation no cluster Integração Strava · quebras visuais.,AC-004|AC-005|AC-006,true
UNKNOWN-L38,Webhook do Strava não atualiza status do treino no cluster [45],Médio,"Pipeline de regressão está passando, mas a tela de histórico fica em branco ao carregar treinos antigos.",A automação deve validar a renderização da lista de corridas.,"O Cypress está validando apenas se o container `<div id='history'>` existe, ignorando se os cards foram renderizados.",unknown,unknown,Falso Positivo na Automação (Cypress/Playwright),unknown,Histórico de Treinos,unknown,Reaberto,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,38,CL-005,DF-005,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Histórico De Treinos · quebras visuais,18,unknown,unknown,unknown,true
UNKNOWN-L39,App crasha ao finalizar treino intervalado de pista [47],Alto,"Ao finalizar a corrida, o envio automático do `.fit` para o Strava falha e não notifica o usuário.",O treino deve aparecer no feed do Strava em até 1 minuto ou exibir modal de 'Tentar Novamente'.,Loading infinito na tela de resumo e o treino fica preso localmente.,unknown,unknown,Rate Limit da API de Terceiros,unknown,Integração Strava,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,39,CL-002,DF-002,high,visual,implementation,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Integração Strava · quebras visuais,76,HY-002,Mecanismo plausível ligado a implementation no cluster Integração Strava · quebras visuais.,AC-004|AC-005|AC-006,true
UNKNOWN-L40,Pace instantâneo oscila para 1:30/km em áreas de sombra de GPS [48],Médio,A flag de 'Negative Split alcançado' está acendendo mesmo quando a segunda metade da corrida foi 2 segundos mais lenta.,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,unknown,unknown,Perda de Precisão de Float,unknown,Análise de Negative Split,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,40,CL-003,DF-003,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Análise De Negative Split · quebras visuais,28,HY-003,Mecanismo plausível ligado a implementation no cluster Análise De Negative Split · quebras visuais.,AC-007|AC-008|AC-009,true
UNKNOWN-L41,Erro de hidratação na tela de Análise de Pace [50],critical,Linha reta no mapa de GPS quando o celular é bloqueado durante a corrida.,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,unknown,unknown,Timeout no Cluster,unknown,Rastreamento GPS,unknown,Fechado (Após Reabertura),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,41,CL-001,DF-001,medium,visual,process,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Rastreamento Gps · quebras visuais,126,HY-001,Mecanismo plausível ligado a process no cluster Rastreamento Gps · quebras visuais.,AC-001|AC-002|AC-003,true
UNKNOWN-L42,Histórico não carrega dados do último treino longo [51],critical,Linha reta no mapa de GPS quando o celular é bloqueado durante a corrida.,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,unknown,unknown,Permissão de Localização (OS),unknown,Rastreamento GPS,unknown,Reaberto,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,42,CL-001,DF-001,unknown,visual,process,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Rastreamento Gps · quebras visuais,126,HY-001,Mecanismo plausível ligado a process no cluster Rastreamento Gps · quebras visuais.,AC-001|AC-002|AC-003,true
UNKNOWN-L43,Sincronização com Strava falha silenciosamente [52],critical,Linha reta no mapa de GPS quando o celular é bloqueado durante a corrida.,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,unknown,unknown,Permissão de Localização (OS),unknown,Rastreamento GPS,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,43,CL-001,DF-001,unknown,visual,process,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Rastreamento Gps · quebras visuais,126,HY-001,Mecanismo plausível ligado a process no cluster Rastreamento Gps · quebras visuais.,AC-001|AC-002|AC-003,true
UNKNOWN-L44,Distância total diverge em 300m comparado ao relógio [53],Alto,A flag de 'Negative Split alcançado' está acendendo mesmo quando a segunda metade da corrida foi 2 segundos mais lenta.,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,unknown,unknown,Perda de Precisão de Float,unknown,Análise de Negative Split,unknown,Reaberto,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,44,CL-003,DF-003,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Análise De Negative Split · quebras visuais,28,HY-003,Mecanismo plausível ligado a implementation no cluster Análise De Negative Split · quebras visuais.,AC-007|AC-008|AC-009,true
UNKNOWN-L45,Playwright não encontra botão 'Iniciar Corrida' após animação inicial [54],critical,Linha reta no mapa de GPS quando o celular é bloqueado durante a corrida.,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,unknown,unknown,Permissão de Localização (OS),unknown,Rastreamento GPS,unknown,Fechado (Após Reabertura),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,45,CL-001,DF-001,unknown,visual,process,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Rastreamento Gps · quebras visuais,126,HY-001,Mecanismo plausível ligado a process no cluster Rastreamento Gps · quebras visuais.,AC-001|AC-002|AC-003,true
UNKNOWN-L46,Cálculo de Negative Split apresenta falso positivo em treinos longos [55],critical,Linha reta no mapa de GPS quando o celular é bloqueado durante a corrida.,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,unknown,unknown,Permissão de Localização (OS),unknown,Rastreamento GPS,unknown,Fechado (Após Reabertura),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,46,CL-001,DF-001,unknown,visual,process,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Rastreamento Gps · quebras visuais,126,HY-001,Mecanismo plausível ligado a process no cluster Rastreamento Gps · quebras visuais.,AC-001|AC-002|AC-003,true
UNKNOWN-L47,Playwright não encontra botão 'Iniciar Corrida' após animação inicial [56],Alto,A flag de 'Negative Split alcançado' está acendendo mesmo quando a segunda metade da corrida foi 2 segundos mais lenta.,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,unknown,unknown,Perda de Precisão de Float,unknown,Análise de Negative Split,unknown,Fechado (Após Reabertura),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,47,CL-003,DF-003,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Análise De Negative Split · quebras visuais,28,HY-003,Mecanismo plausível ligado a implementation no cluster Análise De Negative Split · quebras visuais.,AC-007|AC-008|AC-009,true
UNKNOWN-L48,Sincronização com Strava falha silenciosamente [58],critical,Linha reta no mapa de GPS quando o celular é bloqueado durante a corrida.,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,unknown,unknown,Timeout no Cluster,unknown,Rastreamento GPS,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,48,CL-001,DF-001,unknown,visual,process,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Rastreamento Gps · quebras visuais,126,HY-001,Mecanismo plausível ligado a process no cluster Rastreamento Gps · quebras visuais.,AC-001|AC-002|AC-003,true
UNKNOWN-L49,App crasha ao finalizar treino intervalado de pista [63],Alto,A flag de 'Negative Split alcançado' está acendendo mesmo quando a segunda metade da corrida foi 2 segundos mais lenta.,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,unknown,unknown,Perda de Precisão de Float,unknown,Análise de Negative Split,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,49,CL-003,DF-003,high,visual,implementation,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Análise De Negative Split · quebras visuais,28,HY-003,Mecanismo plausível ligado a implementation no cluster Análise De Negative Split · quebras visuais.,AC-007|AC-008|AC-009,true
UNKNOWN-L50,Pace instantâneo oscila para 1:30/km em áreas de sombra de GPS [67],Alto,A flag de 'Negative Split alcançado' está acendendo mesmo quando a segunda metade da corrida foi 2 segundos mais lenta.,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,unknown,unknown,Perda de Precisão de Float,unknown,Análise de Negative Split,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,50,CL-003,DF-003,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Análise De Negative Split · quebras visuais,28,HY-003,Mecanismo plausível ligado a implementation no cluster Análise De Negative Split · quebras visuais.,AC-007|AC-008|AC-009,true
UNKNOWN-L51,Testes de carga com k6 apontam gargalo ao salvar rota de GPS [2],Médio,Problema geral de interface/interação na aba Cálculo de Pace e Distância durante a corrida.,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,unknown,unknown,Permissão de Localização (OS),unknown,Cálculo de Pace e Distância,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,51,CL-004,DF-004,medium,visual,implementation,high,As regras encontraram 5 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cálculo De Pace E Distância · quebras visuais,27,unknown,unknown,unknown,true
UNKNOWN-L52,Testes de carga com k6 apontam gargalo ao salvar rota de GPS [6],critical,"Ao finalizar a corrida, o envio automático do `.fit` para o Strava falha e não notifica o usuário.",O treino deve aparecer no feed do Strava em até 1 minuto ou exibir modal de 'Tentar Novamente'.,Loading infinito na tela de resumo e o treino fica preso localmente.,unknown,unknown,Rate Limit da API de Terceiros,unknown,Integração Strava,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,52,CL-002,DF-002,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Integração Strava · quebras visuais,76,HY-002,Mecanismo plausível ligado a implementation no cluster Integração Strava · quebras visuais.,AC-004|AC-005|AC-006,true
UNKNOWN-L53,Webhook do Strava não atualiza status do treino no cluster [9],critical,"Ao finalizar a corrida, o envio automático do `.fit` para o Strava falha e não notifica o usuário.",O treino deve aparecer no feed do Strava em até 1 minuto ou exibir modal de 'Tentar Novamente'.,Loading infinito na tela de resumo e o treino fica preso localmente.,unknown,unknown,Timeout no Cluster,unknown,Integração Strava,unknown,Fechado (Após Reabertura),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,53,CL-002,DF-002,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Integração Strava · quebras visuais,76,HY-002,Mecanismo plausível ligado a implementation no cluster Integração Strava · quebras visuais.,AC-004|AC-005|AC-006,true
UNKNOWN-L54,Pace instantâneo oscila para 1:30/km em áreas de sombra de GPS [15],critical,"Ao finalizar a corrida, o envio automático do `.fit` para o Strava falha e não notifica o usuário.",O treino deve aparecer no feed do Strava em até 1 minuto ou exibir modal de 'Tentar Novamente'.,Loading infinito na tela de resumo e o treino fica preso localmente.,unknown,unknown,Rate Limit da API de Terceiros,unknown,Integração Strava,unknown,Reaberto,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,54,CL-002,DF-002,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Integração Strava · quebras visuais,76,HY-002,Mecanismo plausível ligado a implementation no cluster Integração Strava · quebras visuais.,AC-004|AC-005|AC-006,true
UNKNOWN-L55,Cálculo de Negative Split apresenta falso positivo em treinos longos [18],Alto,Problema geral de interface/interação na aba Cálculo de Pace e Distância durante a corrida.,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,unknown,unknown,Perda de Precisão de Float,unknown,Cálculo de Pace e Distância,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,55,CL-004,DF-004,medium,visual,implementation,high,As regras encontraram 5 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cálculo De Pace E Distância · quebras visuais,27,unknown,unknown,unknown,true
UNKNOWN-L56,Sincronização com Strava falha silenciosamente [19],Alto,A flag de 'Negative Split alcançado' está acendendo mesmo quando a segunda metade da corrida foi 2 segundos mais lenta.,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,unknown,unknown,Perda de Precisão de Float,unknown,Análise de Negative Split,unknown,Fechado,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,56,CL-003,DF-003,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Análise De Negative Split · quebras visuais,28,HY-003,Mecanismo plausível ligado a implementation no cluster Análise De Negative Split · quebras visuais.,AC-007|AC-008|AC-009,true
UNKNOWN-L57,App crasha ao finalizar treino intervalado de pista [22],critical,"Ao finalizar a corrida, o envio automático do `.fit` para o Strava falha e não notifica o usuário.",O treino deve aparecer no feed do Strava em até 1 minuto ou exibir modal de 'Tentar Novamente'.,Loading infinito na tela de resumo e o treino fica preso localmente.,unknown,unknown,Timeout no Cluster,unknown,Integração Strava,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,57,CL-002,DF-002,high,visual,implementation,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Integração Strava · quebras visuais,76,HY-002,Mecanismo plausível ligado a implementation no cluster Integração Strava · quebras visuais.,AC-004|AC-005|AC-006,true
UNKNOWN-L58,Cálculo de Negative Split apresenta falso positivo em treinos longos [24],Médio,Problema geral de interface/interação na aba Cálculo de Pace e Distância durante a corrida.,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,unknown,unknown,Rate Limit da API de Terceiros,unknown,Cálculo de Pace e Distância,unknown,Reaberto,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,58,CL-004,DF-004,medium,visual,implementation,high,As regras encontraram 5 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cálculo De Pace E Distância · quebras visuais,27,unknown,unknown,unknown,true
UNKNOWN-L59,Testes de carga com k6 apontam gargalo ao salvar rota de GPS [25],Médio,Problema geral de interface/interação na aba Cálculo de Pace e Distância durante a corrida.,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,unknown,unknown,Perda de Precisão de Float,unknown,Cálculo de Pace e Distância,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,59,CL-004,DF-004,medium,visual,implementation,high,As regras encontraram 5 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cálculo De Pace E Distância · quebras visuais,27,unknown,unknown,unknown,true
UNKNOWN-L60,Playwright não encontra botão 'Iniciar Corrida' após animação inicial [28],critical,Problema geral de interface/interação na aba Cálculo de Pace e Distância durante a corrida.,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,unknown,unknown,Timeout no Cluster,unknown,Cálculo de Pace e Distância,unknown,Reaberto,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,60,CL-004,DF-004,medium,visual,implementation,high,As regras encontraram 5 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cálculo De Pace E Distância · quebras visuais,27,unknown,unknown,unknown,true
UNKNOWN-L61,App crasha ao finalizar treino intervalado de pista [32],Alto,"Ao finalizar a corrida, o envio automático do `.fit` para o Strava falha e não notifica o usuário.",O treino deve aparecer no feed do Strava em até 1 minuto ou exibir modal de 'Tentar Novamente'.,Loading infinito na tela de resumo e o treino fica preso localmente.,unknown,unknown,Timeout no Cluster,unknown,Integração Strava,unknown,Fechado (Após Reabertura),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,61,CL-002,DF-002,high,visual,implementation,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Integração Strava · quebras visuais,76,HY-002,Mecanismo plausível ligado a implementation no cluster Integração Strava · quebras visuais.,AC-004|AC-005|AC-006,true
UNKNOWN-L62,App crasha ao finalizar treino intervalado de pista [34],Médio,A flag de 'Negative Split alcançado' está acendendo mesmo quando a segunda metade da corrida foi 2 segundos mais lenta.,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,unknown,unknown,Perda de Precisão de Float,unknown,Análise de Negative Split,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,62,CL-003,DF-003,high,visual,implementation,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Análise De Negative Split · quebras visuais,28,HY-003,Mecanismo plausível ligado a implementation no cluster Análise De Negative Split · quebras visuais.,AC-007|AC-008|AC-009,true
UNKNOWN-L63,Distância total diverge em 300m comparado ao relógio [36],critical,Linha reta no mapa de GPS quando o celular é bloqueado durante a corrida.,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,unknown,unknown,Timeout no Cluster,unknown,Rastreamento GPS,unknown,Fechado (Após Reabertura),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,63,CL-001,DF-001,unknown,visual,process,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Rastreamento Gps · quebras visuais,126,HY-001,Mecanismo plausível ligado a process no cluster Rastreamento Gps · quebras visuais.,AC-001|AC-002|AC-003,true
UNKNOWN-L64,Playwright não encontra botão 'Iniciar Corrida' após animação inicial [37],critical,Linha reta no mapa de GPS quando o celular é bloqueado durante a corrida.,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,unknown,unknown,Permissão de Localização (OS),unknown,Rastreamento GPS,unknown,Reaberto,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,64,CL-001,DF-001,unknown,visual,process,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Rastreamento Gps · quebras visuais,126,HY-001,Mecanismo plausível ligado a process no cluster Rastreamento Gps · quebras visuais.,AC-001|AC-002|AC-003,true
UNKNOWN-L65,Distância total diverge em 300m comparado ao relógio [42],Médio,Problema geral de interface/interação na aba Cálculo de Pace e Distância durante a corrida.,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,unknown,unknown,Falso Positivo na Automação (Cypress/Playwright),unknown,Cálculo de Pace e Distância,unknown,Fechado (Após Reabertura),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,65,CL-004,DF-004,medium,visual,implementation,high,As regras encontraram 5 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cálculo De Pace E Distância · quebras visuais,27,unknown,unknown,unknown,true
UNKNOWN-L66,Distância total diverge em 300m comparado ao relógio [43],Alto,A flag de 'Negative Split alcançado' está acendendo mesmo quando a segunda metade da corrida foi 2 segundos mais lenta.,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,unknown,unknown,Perda de Precisão de Float,unknown,Análise de Negative Split,unknown,Fechado (Após Reabertura),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,66,CL-003,DF-003,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Análise De Negative Split · quebras visuais,28,HY-003,Mecanismo plausível ligado a implementation no cluster Análise De Negative Split · quebras visuais.,AC-007|AC-008|AC-009,true
UNKNOWN-L67,Sincronização com Strava falha silenciosamente [49],Médio,Problema geral de interface/interação na aba Cálculo de Pace e Distância durante a corrida.,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,unknown,unknown,Perda de Precisão de Float,unknown,Cálculo de Pace e Distância,unknown,Em Análise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,67,CL-004,DF-004,medium,visual,implementation,high,As regras encontraram 5 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cálculo De Pace E Distância · quebras visuais,27,unknown,unknown,unknown,true
UNKNOWN-L68,Histórico não carrega dados do último treino longo [59],critical,Linha reta no mapa de GPS quando o celular é bloqueado durante a corrida.,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,unknown,unknown,Timeout no Cluster,unknown,Rastreamento GPS,unknown,Fechado (Após Reabertura),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\C919409\Downloads\bugs_app_corrida_kpi.csv,68,CL-001,DF-001,unknown,visual,process,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Rastreamento Gps · quebras visuais,126,HY-001,Mecanismo plausível ligado a process no cluster Rastreamento Gps · quebras visuais.,AC-001|AC-002|AC-003,true
